progress_id,ship_no,process_code,workshop_code,period_date,plan_qty,actual_qty,complete_rate,deviation_rate,delay_days,risk_level,batch_code,quality_pass_qty,rework_qty,source_type,anomaly_flag
P0004982,H2603,YCL,WSB,2025-06-19,30.89,29.23,0.9463,-0.0537,2,中,批次02-202506,28.33,0.9,衍生模拟,
P0004983,H2603,ZZTP,WSC,2025-06-19,25.21,22.53,0.8937,-0.1063,3,中,批次02-202506,22.12,0.41,衍生模拟,
P0004984,H2603,ZZTP,WSD,2025-06-19,25.49,22.63,0.8878,-0.1122,3,中,批次02-202506,22.36,0.27,衍生模拟,
P0004985,H2603,AZTP,WSE,2025-06-19,20.35,20.57,1.0108,0.0108,0,低,批次02-202506,20.22,0.35,衍生模拟,
P0004986,H2603,AZTP,WSF,2025-06-19,16.71,16.92,1.0126,0.0126,0,低,批次02-202506,16.37,0.55,衍生模拟,
P0004987,H2604,YCL,WSA,2025-06-19,39.86,36.51,0.916,-0.084,2,中,批次02-202506,35.45,1.06,衍生模拟,
P0004988,H2604,YCL,WSB,2025-06-19,34.79,32.05,0.9212,-0.0788,2,中,批次02-202506,31.71,0.34,衍生模拟,
P0004989,H2604,ZZTP,WSC,2025-06-19,30.08,28.98,0.9634,-0.0366,1,低,批次02-202506,28,0.98,衍生模拟,
P0004990,H2604,ZZTP,WSD,2025-06-19,26.21,25.19,0.9611,-0.0389,1,低,批次02-202506,24.96,0.23,衍生模拟,
P0004991,H2604,AZTP,WSE,2025-06-19,21.57,21.7,1.006,0.006,0,低,批次02-202506,21.03,0.67,衍生模拟,
P0004992,H2604,AZTP,WSF,2025-06-19,20,20.17,1.0085,0.0085,0,低,批次02-202506,19.86,0.31,衍生模拟,
P0004993,H2605,YCL,WSA,2025-06-19,35.27,33.82,0.9589,-0.0411,1,低,批次03-202506,32.99,0.83,衍生模拟,
P0004994,H2605,YCL,WSB,2025-06-19,31.1,29.39,0.945,-0.055,2,中,批次03-202506,28.52,0.87,衍生模拟,
P0004995,H2605,ZZTP,WSC,2025-06-19,29.87,27.76,0.9294,-0.0706,2,中,批次03-202506,27.46,0.3,衍生模拟,
P0004996,H2605,ZZTP,WSD,2025-06-19,24.28,22.62,0.9316,-0.0684,2,中,批次03-202506,22.42,0.2,衍生模拟,
P0004997,H2605,AZTP,WSE,2025-06-19,24.56,22.3,0.908,-0.092,2,中,批次03-202506,22.09,0.21,衍生模拟,
P0004998,H2605,AZTP,WSF,2025-06-19,20.54,18.35,0.8934,-0.1066,3,中,批次03-202506,18.18,0.17,衍生模拟,
P0004999,H2606,YCL,WSA,2025-06-19,36.35,33.72,0.9276,-0.0724,2,中,批次03-202506,33.26,0.46,衍生模拟,
P0005000,H2606,YCL,WSB,2025-06-19,31.81,29.37,0.9233,-0.0767,2,中,批次03-202506,28.99,0.38,衍生模拟,
P0005001,H2606,ZZTP,WSC,2025-06-19,29.97,28.87,0.9633,-0.0367,1,低,批次03-202506,28.57,0.3,衍生模拟,
P0005002,H2606,ZZTP,WSD,2025-06-19,29.12,28.07,0.9639,-0.0361,1,低,批次03-202506,27.76,0.31,衍生模拟,
P0005003,H2606,AZTP,WSE,2025-06-19,21.85,21.06,0.9638,-0.0362,1,低,批次03-202506,20.71,0.35,衍生模拟,
P0005004,H2606,AZTP,WSF,2025-06-19,22.85,21.86,0.9567,-0.0433,1,低,批次03-202506,21.37,0.49,衍生模拟,
P0005005,H2601,YCL,WSA,2025-06-20,27.03,27.4,1.0137,0.0137,0,低,批次01-202506,26.85,0.55,衍生模拟,
P0005006,H2601,YCL,WSB,2025-06-20,32.92,32.89,0.9991,-0.0009,0,低,批次01-202506,32.64,0.25,衍生模拟,
P0005007,H2601,ZZTP,WSC,2025-06-20,26.08,19.31,0.7404,-0.2596,8,高,批次01-202506,19.08,0.23,衍生模拟,滞后传导
P0005008,H2601,ZZTP,WSD,2025-06-20,24.23,18.89,0.7796,-0.2204,8,高,批次01-202506,18.34,0.55,衍生模拟,滞后传导
P0005009,H2601,AZTP,WSE,2025-06-20,18.51,18.31,0.9892,-0.0108,0,低,批次01-202506,18,0.31,衍生模拟,
P0005010,H2601,AZTP,WSF,2025-06-20,17.01,16.74,0.9841,-0.0159,0,低,批次01-202506,16.6,0.14,衍生模拟,
P0005011,H2602,YCL,WSA,2025-06-20,33.19,32.42,0.9768,-0.0232,1,低,批次01-202506,32.25,0.17,衍生模拟,
P0005012,H2602,YCL,WSB,2025-06-20,29.84,28.89,0.9682,-0.0318,1,低,批次01-202506,28.35,0.54,衍生模拟,
P0005013,H2602,ZZTP,WSC,2025-06-20,24.4,22.21,0.9102,-0.0898,2,中,批次01-202506,21.45,0.76,衍生模拟,
P0005014,H2602,ZZTP,WSD,2025-06-20,23.98,21.63,0.902,-0.098,2,中,批次01-202506,21.51,0.12,衍生模拟,
P0005015,H2602,AZTP,WSE,2025-06-20,20.59,20.06,0.9743,-0.0257,1,低,批次01-202506,19.66,0.4,衍生模拟,
P0005016,H2602,AZTP,WSF,2025-06-20,15.81,15.21,0.962,-0.038,1,低,批次01-202506,15.05,0.16,衍生模拟,
P0005017,H2603,YCL,WSA,2025-06-20,33.77,31.75,0.9402,-0.0598,2,中,批次02-202506,30.65,1.1,衍生模拟,
P0005018,H2603,YCL,WSB,2025-06-20,33.78,31.97,0.9464,-0.0536,2,中,批次02-202506,30.85,1.12,衍生模拟,
P0005019,H2603,ZZTP,WSC,2025-06-20,22.16,19.87,0.8967,-0.1033,3,中,批次02-202506,19.18,0.69,衍生模拟,
P0005020,H2603,ZZTP,WSD,2025-06-20,22.74,20.23,0.8896,-0.1104,3,中,批次02-202506,19.63,0.6,衍生模拟,
P0005021,H2603,AZTP,WSE,2025-06-20,17.92,18.38,1.0257,0.0257,0,低,批次02-202506,18.26,0.12,衍生模拟,
P0005022,H2603,AZTP,WSF,2025-06-20,20.27,20.62,1.0173,0.0173,0,低,批次02-202506,20.03,0.59,衍生模拟,
P0005023,H2604,YCL,WSA,2025-06-20,40.13,36.62,0.9125,-0.0875,2,中,批次02-202506,35.81,0.81,衍生模拟,
P0005024,H2604,YCL,WSB,2025-06-20,30.97,28.62,0.9241,-0.0759,2,中,批次02-202506,27.96,0.66,衍生模拟,
P0005025,H2604,ZZTP,WSC,2025-06-20,24.36,23.7,0.9729,-0.0271,1,低,批次02-202506,23.48,0.22,衍生模拟,
P0005026,H2604,ZZTP,WSD,2025-06-20,26.08,25.39,0.9735,-0.0265,1,低,批次02-202506,24.87,0.52,衍生模拟,
P0005027,H2604,AZTP,WSE,2025-06-20,23.09,23.25,1.0069,0.0069,0,低,批次02-202506,22.98,0.27,衍生模拟,
P0005028,H2604,AZTP,WSF,2025-06-20,20.14,20.37,1.0114,0.0114,0,低,批次02-202506,20.07,0.3,衍生模拟,
P0005029,H2605,YCL,WSA,2025-06-20,41.46,39.66,0.9566,-0.0434,1,低,批次03-202506,38.7,0.96,衍生模拟,
P0005030,H2605,YCL,WSB,2025-06-20,34.02,32.49,0.955,-0.045,1,低,批次03-202506,32.05,0.44,衍生模拟,
P0005031,H2605,ZZTP,WSC,2025-06-20,26.45,24.55,0.9282,-0.0718,2,中,批次03-202506,24.31,0.24,衍生模拟,
P0005032,H2605,ZZTP,WSD,2025-06-20,28.76,27.17,0.9447,-0.0553,2,中,批次03-202506,27.02,0.15,衍生模拟,
P0005033,H2605,AZTP,WSE,2025-06-20,20.82,18.7,0.8982,-0.1018,3,中,批次03-202506,18.06,0.64,衍生模拟,
P0005034,H2605,AZTP,WSF,2025-06-20,17.85,15.89,0.8902,-0.1098,3,中,批次03-202506,15.66,0.23,衍生模拟,
P0005035,H2606,YCL,WSA,2025-06-20,41.25,38.23,0.9268,-0.0732,2,中,批次03-202506,37.75,0.48,衍生模拟,
P0005036,H2606,YCL,WSB,2025-06-20,35.38,32.72,0.9248,-0.0752,2,中,批次03-202506,31.63,1.09,衍生模拟,
P0005037,H2606,ZZTP,WSC,2025-06-20,30.3,29.15,0.962,-0.038,1,低,批次03-202506,28.6,0.55,衍生模拟,
P0005038,H2606,ZZTP,WSD,2025-06-20,30.26,28.81,0.9521,-0.0479,1,低,批次03-202506,28.65,0.16,衍生模拟,
P0005039,H2606,AZTP,WSE,2025-06-20,25.02,23.94,0.9568,-0.0432,1,低,批次03-202506,23.41,0.53,衍生模拟,
P0005040,H2606,AZTP,WSF,2025-06-20,19,18.37,0.9668,-0.0332,1,低,批次03-202506,18.21,0.16,衍生模拟,
P0005041,H2601,YCL,WSA,2025-06-21,33.63,33.56,0.9979,-0.0021,0,低,批次01-202506,32.84,0.72,衍生模拟,
P0005042,H2601,YCL,WSB,2025-06-21,27.89,28.28,1.014,0.014,0,低,批次01-202506,27.53,0.75,衍生模拟,
P0005043,H2601,ZZTP,WSC,2025-06-21,22.83,17.45,0.7643,-0.2357,8,高,批次01-202506,17.13,0.32,衍生模拟,滞后传导
P0005044,H2601,ZZTP,WSD,2025-06-21,22.97,17.22,0.7497,-0.2503,8,高,批次01-202506,16.85,0.37,衍生模拟,滞后传导
P0005045,H2601,AZTP,WSE,2025-06-21,17.53,17.23,0.9829,-0.0171,0,低,批次01-202506,17.06,0.17,衍生模拟,
P0005046,H2601,AZTP,WSF,2025-06-21,17.85,17.57,0.9843,-0.0157,0,低,批次01-202506,17.04,0.53,衍生模拟,
P0005047,H2602,YCL,WSA,2025-06-21,36.53,35.37,0.9682,-0.0318,1,低,批次01-202506,35.08,0.29,衍生模拟,
P0005048,H2602,YCL,WSB,2025-06-21,32.9,31.75,0.965,-0.035,1,低,批次01-202506,30.74,1.01,衍生模拟,
P0005049,H2602,ZZTP,WSC,2025-06-21,27.1,24.52,0.9048,-0.0952,2,中,批次01-202506,24.39,0.13,衍生模拟,
P0005050,H2602,ZZTP,WSD,2025-06-21,20.02,18.24,0.9111,-0.0889,2,中,批次01-202506,17.78,0.46,衍生模拟,
P0005051,H2602,AZTP,WSE,2025-06-21,20.91,20.2,0.966,-0.034,1,低,批次01-202506,19.99,0.21,衍生模拟,
P0005052,H2602,AZTP,WSF,2025-06-21,18.03,17.28,0.9584,-0.0416,1,低,批次01-202506,17.02,0.26,衍生模拟,
P0005053,H2603,YCL,WSA,2025-06-21,30.16,28.42,0.9423,-0.0577,2,中,批次02-202506,28.07,0.35,衍生模拟,
P0005054,H2603,YCL,WSB,2025-06-21,35.81,33.98,0.9489,-0.0511,2,中,批次02-202506,33.05,0.93,衍生模拟,
P0005055,H2603,ZZTP,WSC,2025-06-21,26,23.03,0.8858,-0.1142,3,中,批次02-202506,22.8,0.23,衍生模拟,
P0005056,H2603,ZZTP,WSD,2025-06-21,20.68,18.39,0.8893,-0.1107,3,中,批次02-202506,18.09,0.3,衍生模拟,
P0005057,H2603,AZTP,WSE,2025-06-21,17.62,18.09,1.0267,0.0267,0,低,批次02-202506,17.61,0.48,衍生模拟,
P0005058,H2603,AZTP,WSF,2025-06-21,20.2,20.58,1.0188,0.0188,0,低,批次02-202506,20.07,0.51,衍生模拟,
P0005059,H2604,YCL,WSA,2025-06-21,33.13,30.7,0.9267,-0.0733,2,中,批次02-202506,30.31,0.39,衍生模拟,
P0005060,H2604,YCL,WSB,2025-06-21,37.85,34.55,0.9128,-0.0872,2,中,批次02-202506,33.97,0.58,衍生模拟,
P0005061,H2604,ZZTP,WSC,2025-06-21,30.35,29.68,0.9779,-0.0221,1,低,批次02-202506,29.52,0.16,衍生模拟,
P0005062,H2604,ZZTP,WSD,2025-06-21,24.02,23.08,0.9609,-0.0391,1,低,批次02-202506,22.53,0.55,衍生模拟,
P0005063,H2604,AZTP,WSE,2025-06-21,21.98,22.33,1.0159,0.0159,0,低,批次02-202506,22.02,0.31,衍生模拟,
P0005064,H2604,AZTP,WSF,2025-06-21,21.68,21.84,1.0074,0.0074,0,低,批次02-202506,21.22,0.62,衍生模拟,
P0005065,H2605,YCL,WSA,2025-06-21,42.12,39.72,0.943,-0.057,2,中,批次03-202506,38.67,1.05,衍生模拟,
P0005066,H2605,YCL,WSB,2025-06-21,34.26,32.29,0.9425,-0.0575,2,中,批次03-202506,31.99,0.3,衍生模拟,
P0005067,H2605,ZZTP,WSC,2025-06-21,24.42,22.89,0.9373,-0.0627,2,中,批次03-202506,22.54,0.35,衍生模拟,
P0005068,H2605,ZZTP,WSD,2025-06-21,23.06,21.74,0.9428,-0.0572,2,中,批次03-202506,21.15,0.59,衍生模拟,
P0005069,H2605,AZTP,WSE,2025-06-21,24.84,22.25,0.8957,-0.1043,3,中,批次03-202506,21.81,0.44,衍生模拟,
P0005070,H2605,AZTP,WSF,2025-06-21,19.09,17.01,0.891,-0.109,3,中,批次03-202506,16.77,0.24,衍生模拟,
P0005071,H2606,YCL,WSA,2025-06-21,42.97,39.5,0.9192,-0.0808,2,中,批次03-202506,38.71,0.79,衍生模拟,
P0005072,H2606,YCL,WSB,2025-06-21,34.25,31.74,0.9267,-0.0733,2,中,批次03-202506,30.87,0.87,衍生模拟,
P0005073,H2606,ZZTP,WSC,2025-06-21,28.7,27.3,0.9512,-0.0488,1,低,批次03-202506,26.72,0.58,衍生模拟,
P0005074,H2606,ZZTP,WSD,2025-06-21,23.9,23.06,0.9649,-0.0351,1,低,批次03-202506,22.64,0.42,衍生模拟,
P0005075,H2606,AZTP,WSE,2025-06-21,20.65,20.01,0.969,-0.031,1,低,批次03-202506,19.58,0.43,衍生模拟,
P0005076,H2606,AZTP,WSF,2025-06-21,21.31,20.56,0.9648,-0.0352,1,低,批次03-202506,20.28,0.28,衍生模拟,
P0005077,H2601,YCL,WSA,2025-06-22,27.53,27.77,1.0087,0.0087,0,低,批次01-202506,27.45,0.32,衍生模拟,
P0005078,H2601,YCL,WSB,2025-06-22,28.04,28.49,1.016,0.016,0,低,批次01-202506,27.74,0.75,衍生模拟,
P0005079,H2601,ZZTP,WSC,2025-06-22,23.59,17.87,0.7575,-0.2425,8,高,批次01-202506,17.73,0.14,衍生模拟,滞后传导
P0005080,H2601,ZZTP,WSD,2025-06-22,20.7,15.66,0.7565,-0.2435,8,高,批次01-202506,15.32,0.34,衍生模拟,滞后传导
P0005081,H2601,AZTP,WSE,2025-06-22,16.19,16.12,0.9957,-0.0043,0,低,批次01-202506,15.71,0.41,衍生模拟,
P0005082,H2601,AZTP,WSF,2025-06-22,14.77,14.75,0.9986,-0.0014,0,低,批次01-202506,14.53,0.22,衍生模拟,
P0005083,H2602,YCL,WSA,2025-06-22,31.82,30.94,0.9723,-0.0277,1,低,批次01-202506,30.01,0.93,衍生模拟,
P0005084,H2602,YCL,WSB,2025-06-22,34.02,32.84,0.9653,-0.0347,1,低,批次01-202506,32.6,0.24,衍生模拟,
P0005085,H2602,ZZTP,WSC,2025-06-22,26.95,24.05,0.8924,-0.1076,3,中,批次01-202506,23.52,0.53,衍生模拟,
P0005086,H2602,ZZTP,WSD,2025-06-22,20.05,17.87,0.8913,-0.1087,3,中,批次01-202506,17.44,0.43,衍生模拟,
P0005087,H2602,AZTP,WSE,2025-06-22,20.55,19.83,0.965,-0.035,1,低,批次01-202506,19.62,0.21,衍生模拟,
P0005088,H2602,AZTP,WSF,2025-06-22,19.44,18.74,0.964,-0.036,1,低,批次01-202506,18.34,0.4,衍生模拟,
P0005089,H2603,YCL,WSA,2025-06-22,31.97,29.92,0.9359,-0.0641,2,中,批次02-202506,29.71,0.21,衍生模拟,
P0005090,H2603,YCL,WSB,2025-06-22,30.68,28.79,0.9384,-0.0616,2,中,批次02-202506,28.04,0.75,衍生模拟,
P0005091,H2603,ZZTP,WSC,2025-06-22,22.53,19.93,0.8846,-0.1154,3,中,批次02-202506,19.61,0.32,衍生模拟,
P0005092,H2603,ZZTP,WSD,2025-06-22,26.62,23.64,0.8881,-0.1119,3,中,批次02-202506,23.29,0.35,衍生模拟,
P0005093,H2603,AZTP,WSE,2025-06-22,22.45,22.8,1.0156,0.0156,0,低,批次02-202506,22.42,0.38,衍生模拟,
P0005094,H2603,AZTP,WSF,2025-06-22,20.38,20.89,1.025,0.025,0,低,批次02-202506,20.75,0.14,衍生模拟,
P0005095,H2604,YCL,WSA,2025-06-22,32.61,30.34,0.9304,-0.0696,2,中,批次02-202506,30.19,0.15,衍生模拟,
P0005096,H2604,YCL,WSB,2025-06-22,29.86,27.35,0.9159,-0.0841,2,中,批次02-202506,26.89,0.46,衍生模拟,
P0005097,H2604,ZZTP,WSC,2025-06-22,26.41,25.44,0.9633,-0.0367,1,低,批次02-202506,24.98,0.46,衍生模拟,
P0005098,H2604,ZZTP,WSD,2025-06-22,24.17,23.39,0.9677,-0.0323,1,低,批次02-202506,23,0.39,衍生模拟,
P0005099,H2604,AZTP,WSE,2025-06-22,18.67,18.86,1.0102,0.0102,0,低,批次02-202506,18.35,0.51,衍生模拟,
P0005100,H2604,AZTP,WSF,2025-06-22,20.64,20.93,1.0141,0.0141,0,低,批次02-202506,20.74,0.19,衍生模拟,
P0005101,H2605,YCL,WSA,2025-06-22,33.07,31.65,0.9571,-0.0429,1,低,批次03-202506,31.04,0.61,衍生模拟,
P0005102,H2605,YCL,WSB,2025-06-22,38.38,36.18,0.9427,-0.0573,2,中,批次03-202506,34.99,1.19,衍生模拟,
P0005103,H2605,ZZTP,WSC,2025-06-22,26.91,24.98,0.9283,-0.0717,2,中,批次03-202506,24.21,0.77,衍生模拟,
P0005104,H2605,ZZTP,WSD,2025-06-22,25,23.33,0.9332,-0.0668,2,中,批次03-202506,22.61,0.72,衍生模拟,
P0005105,H2605,AZTP,WSE,2025-06-22,21.09,18.88,0.8952,-0.1048,3,中,批次03-202506,18.56,0.32,衍生模拟,
P0005106,H2605,AZTP,WSF,2025-06-22,18.92,16.95,0.8959,-0.1041,3,中,批次03-202506,16.8,0.15,衍生模拟,
P0005107,H2606,YCL,WSA,2025-06-22,44.52,41.25,0.9265,-0.0735,2,中,批次03-202506,40.52,0.73,衍生模拟,
P0005108,H2606,YCL,WSB,2025-06-22,34.27,31.62,0.9227,-0.0773,2,中,批次03-202506,30.93,0.69,衍生模拟,
P0005109,H2606,ZZTP,WSC,2025-06-22,28.23,27.03,0.9575,-0.0425,1,低,批次03-202506,26.72,0.31,衍生模拟,
P0005110,H2606,ZZTP,WSD,2025-06-22,30.41,29.25,0.9619,-0.0381,1,低,批次03-202506,28.84,0.41,衍生模拟,
P0005111,H2606,AZTP,WSE,2025-06-22,21.52,20.92,0.9721,-0.0279,1,低,批次03-202506,20.62,0.3,衍生模拟,
P0005112,H2606,AZTP,WSF,2025-06-22,21.15,20.57,0.9726,-0.0274,1,低,批次03-202506,20.44,0.13,衍生模拟,
P0005113,H2601,YCL,WSA,2025-06-23,35.04,35.48,1.0126,0.0126,0,低,批次01-202506,34.53,0.95,衍生模拟,
P0005114,H2601,YCL,WSB,2025-06-23,29.71,29.72,1.0003,0.0003,0,低,批次01-202506,28.93,0.79,衍生模拟,
P0005115,H2601,ZZTP,WSC,2025-06-23,24.95,18.35,0.7355,-0.2645,8,高,批次01-202506,17.82,0.53,衍生模拟,滞后传导
P0005116,H2601,ZZTP,WSD,2025-06-23,23.68,17.5,0.739,-0.261,8,高,批次01-202506,17.27,0.23,衍生模拟,滞后传导
P0005117,H2601,AZTP,WSE,2025-06-23,20.76,20.5,0.9875,-0.0125,0,低,批次01-202506,20.21,0.29,衍生模拟,
P0005118,H2601,AZTP,WSF,2025-06-23,17.66,17.59,0.996,-0.004,0,低,批次01-202506,17.07,0.52,衍生模拟,
P0005119,H2602,YCL,WSA,2025-06-23,29.43,28.32,0.9623,-0.0377,1,低,批次01-202506,28.04,0.28,衍生模拟,
P0005120,H2602,YCL,WSB,2025-06-23,34.19,32.75,0.9579,-0.0421,1,低,批次01-202506,31.62,1.13,衍生模拟,
P0005121,H2602,ZZTP,WSC,2025-06-23,22.38,20.27,0.9057,-0.0943,2,中,批次01-202506,20.14,0.13,衍生模拟,
P0005122,H2602,ZZTP,WSD,2025-06-23,23.08,20.68,0.896,-0.104,3,中,批次01-202506,20.55,0.13,衍生模拟,
P0005123,H2602,AZTP,WSE,2025-06-23,18.6,18.11,0.9737,-0.0263,1,低,批次01-202506,17.58,0.53,衍生模拟,
P0005124,H2602,AZTP,WSF,2025-06-23,18.35,17.79,0.9695,-0.0305,1,低,批次01-202506,17.46,0.33,衍生模拟,
P0005125,H2603,YCL,WSA,2025-06-23,30.88,29.32,0.9495,-0.0505,2,中,批次02-202506,28.78,0.54,衍生模拟,
P0005126,H2603,YCL,WSB,2025-06-23,28.77,27.23,0.9465,-0.0535,2,中,批次02-202506,26.87,0.36,衍生模拟,
P0005127,H2603,ZZTP,WSC,2025-06-23,22.3,19.7,0.8834,-0.1166,3,中,批次02-202506,19.02,0.68,衍生模拟,
P0005128,H2603,ZZTP,WSD,2025-06-23,21.2,18.71,0.8825,-0.1175,3,中,批次02-202506,18.36,0.35,衍生模拟,
P0005129,H2603,AZTP,WSE,2025-06-23,20.41,20.69,1.0137,0.0137,0,低,批次02-202506,20.31,0.38,衍生模拟,
P0005130,H2603,AZTP,WSF,2025-06-23,18.11,18.42,1.0171,0.0171,0,低,批次02-202506,17.96,0.46,衍生模拟,
P0005131,H2604,YCL,WSA,2025-06-23,33.69,31.27,0.9282,-0.0718,2,中,批次02-202506,30.55,0.72,衍生模拟,
P0005132,H2604,YCL,WSB,2025-06-23,32.55,30.1,0.9247,-0.0753,2,中,批次02-202506,29.07,1.03,衍生模拟,
P0005133,H2604,ZZTP,WSC,2025-06-23,28.53,27.53,0.9649,-0.0351,1,低,批次02-202506,27.22,0.31,衍生模拟,
P0005134,H2604,ZZTP,WSD,2025-06-23,25.18,24.62,0.9778,-0.0222,1,低,批次02-202506,23.94,0.68,衍生模拟,
P0005135,H2604,AZTP,WSE,2025-06-23,23.65,24.06,1.0173,0.0173,0,低,批次02-202506,23.47,0.59,衍生模拟,
P0005136,H2604,AZTP,WSF,2025-06-23,19.96,20.05,1.0045,0.0045,0,低,批次02-202506,19.71,0.34,衍生模拟,
P0005137,H2605,YCL,WSA,2025-06-23,42.27,39.78,0.9411,-0.0589,2,中,批次03-202506,38.73,1.05,衍生模拟,
P0005138,H2605,YCL,WSB,2025-06-23,31.97,30.57,0.9562,-0.0438,1,低,批次03-202506,29.92,0.65,衍生模拟,
P0005139,H2605,ZZTP,WSC,2025-06-23,28.77,27.11,0.9423,-0.0577,2,中,批次03-202506,26.32,0.79,衍生模拟,
P0005140,H2605,ZZTP,WSD,2025-06-23,27.9,25.89,0.928,-0.072,2,中,批次03-202506,25.73,0.16,衍生模拟,
P0005141,H2605,AZTP,WSE,2025-06-23,23.18,20.96,0.9042,-0.0958,2,中,批次03-202506,20.74,0.22,衍生模拟,
P0005142,H2605,AZTP,WSF,2025-06-23,20.86,18.59,0.8912,-0.1088,3,中,批次03-202506,18.49,0.1,衍生模拟,
P0005143,H2606,YCL,WSA,2025-06-23,39.34,36.55,0.9291,-0.0709,2,中,批次03-202506,36.21,0.34,衍生模拟,
P0005144,H2606,YCL,WSB,2025-06-23,34.9,32.14,0.9209,-0.0791,2,中,批次03-202506,31.16,0.98,衍生模拟,
P0005145,H2606,ZZTP,WSC,2025-06-23,29.12,27.87,0.9571,-0.0429,1,低,批次03-202506,26.9,0.97,衍生模拟,
P0005146,H2606,ZZTP,WSD,2025-06-23,25.77,24.51,0.9511,-0.0489,1,低,批次03-202506,24.35,0.16,衍生模拟,
P0005147,H2606,AZTP,WSE,2025-06-23,23.53,22.55,0.9584,-0.0416,1,低,批次03-202506,22.02,0.53,衍生模拟,
P0005148,H2606,AZTP,WSF,2025-06-23,21.38,20.81,0.9733,-0.0267,1,低,批次03-202506,20.23,0.58,衍生模拟,
P0005149,H2601,YCL,WSA,2025-06-24,33.38,33.76,1.0114,0.0114,0,低,批次01-202506,33.33,0.43,衍生模拟,
P0005150,H2601,YCL,WSB,2025-06-24,27.36,27.53,1.0062,0.0062,0,低,批次01-202506,27.18,0.35,衍生模拟,
P0005151,H2601,ZZTP,WSC,2025-06-24,23.45,17.56,0.7488,-0.2512,8,高,批次01-202506,17.42,0.14,衍生模拟,滞后传导
P0005152,H2601,ZZTP,WSD,2025-06-24,21.7,15.89,0.7323,-0.2677,8,高,批次01-202506,15.4,0.49,衍生模拟,滞后传导
P0005153,H2601,AZTP,WSE,2025-06-24,19.03,18.96,0.9963,-0.0037,0,低,批次01-202506,18.74,0.22,衍生模拟,
P0005154,H2601,AZTP,WSF,2025-06-24,19.29,19.22,0.9964,-0.0036,0,低,批次01-202506,19.03,0.19,衍生模拟,
P0005155,H2602,YCL,WSA,2025-06-24,28.74,27.94,0.9722,-0.0278,1,低,批次01-202506,27,0.94,衍生模拟,
P0005156,H2602,YCL,WSB,2025-06-24,32.58,31.52,0.9675,-0.0325,1,低,批次01-202506,31.13,0.39,衍生模拟,
P0005157,H2602,ZZTP,WSC,2025-06-24,23.08,21.02,0.9107,-0.0893,2,中,批次01-202506,20.47,0.55,衍生模拟,
P0005158,H2602,ZZTP,WSD,2025-06-24,20.75,18.58,0.8954,-0.1046,3,中,批次01-202506,18.17,0.41,衍生模拟,
P0005159,H2602,AZTP,WSE,2025-06-24,19.94,19.26,0.9659,-0.0341,1,低,批次01-202506,19.04,0.22,衍生模拟,
P0005160,H2602,AZTP,WSF,2025-06-24,19.24,18.48,0.9605,-0.0395,1,低,批次01-202506,18.33,0.15,衍生模拟,
P0005161,H2603,YCL,WSA,2025-06-24,34.29,32,0.9332,-0.0668,2,中,批次02-202506,31.1,0.9,衍生模拟,
P0005162,H2603,YCL,WSB,2025-06-24,36.37,34.27,0.9423,-0.0577,2,中,批次02-202506,33.32,0.95,衍生模拟,
P0005163,H2603,ZZTP,WSC,2025-06-24,27.76,24.59,0.8858,-0.1142,3,中,批次02-202506,23.91,0.68,衍生模拟,
P0005164,H2603,ZZTP,WSD,2025-06-24,22.87,20.13,0.8802,-0.1198,3,中,批次02-202506,19.55,0.58,衍生模拟,
P0005165,H2603,AZTP,WSE,2025-06-24,20.4,20.56,1.0078,0.0078,0,低,批次02-202506,20.33,0.23,衍生模拟,
P0005166,H2603,AZTP,WSF,2025-06-24,16.56,16.68,1.0072,0.0072,0,低,批次02-202506,16.58,0.1,衍生模拟,
P0005167,H2604,YCL,WSA,2025-06-24,33.77,31.38,0.9292,-0.0708,2,中,批次02-202506,30.34,1.04,衍生模拟,
P0005168,H2604,YCL,WSB,2025-06-24,30.07,27.56,0.9165,-0.0835,2,中,批次02-202506,26.8,0.76,衍生模拟,
P0005169,H2604,ZZTP,WSC,2025-06-24,27.56,26.84,0.9739,-0.0261,1,低,批次02-202506,26.54,0.3,衍生模拟,
P0005170,H2604,ZZTP,WSD,2025-06-24,27.65,26.75,0.9675,-0.0325,1,低,批次02-202506,26.2,0.55,衍生模拟,
P0005171,H2604,AZTP,WSE,2025-06-24,21.39,21.68,1.0136,0.0136,0,低,批次02-202506,21.3,0.38,衍生模拟,
P0005172,H2604,AZTP,WSF,2025-06-24,18.39,18.56,1.0092,0.0092,0,低,批次02-202506,17.94,0.62,衍生模拟,
P0005173,H2605,YCL,WSA,2025-06-24,35.17,33.5,0.9525,-0.0475,1,低,批次03-202506,32.99,0.51,衍生模拟,
P0005174,H2605,YCL,WSB,2025-06-24,38.31,36.53,0.9535,-0.0465,1,低,批次03-202506,35.8,0.73,衍生模拟,
P0005175,H2605,ZZTP,WSC,2025-06-24,26.02,24.13,0.9274,-0.0726,2,中,批次03-202506,23.69,0.44,衍生模拟,
P0005176,H2605,ZZTP,WSD,2025-06-24,23.88,22.52,0.943,-0.057,2,中,批次03-202506,22.19,0.33,衍生模拟,
P0005177,H2605,AZTP,WSE,2025-06-24,19.07,16.97,0.8899,-0.1101,3,中,批次03-202506,16.66,0.31,衍生模拟,
